Id,Warehouse Block,Mode Of Shipment,Customer Care Calls,Customer Rating,Cost Of The Product,Prior Purchases,Product Importance,Gender,Discount Offered,Weight In Gms,On-Time Delivery,Net Price,Discount Ratio,Status By Mode Of Shipment
374,F,Ship,5,1,136,3,1,M,19,1420,1,117,0.14,0.6
375,A,Ship,5,1,227,3,0,F,19,3007,1,208,0.08,0.6
376,B,Ship,3,5,262,2,0,F,53,3275,1,209,0.2,0.6
377,C,Ship,2,3,157,2,0,M,45,1965,1,112,0.29,0.6
378,F,Ship,5,3,238,2,1,F,21,2053,1,217,0.09,0.6
379,D,Ship,3,5,152,3,0,M,43,1282,1,109,0.28,0.6
380,F,Ship,3,2,201,3,1,M,5,2040,1,196,0.02,0.6
381,A,Ship,3,4,148,2,0,M,54,1778,1,94,0.36,0.6
382,B,Ship,5,2,199,4,0,F,59,2885,1,140,0.3,0.6
383,C,Ship,5,4,215,2,0,F,45,3501,1,170,0.21,0.6
384,F,Ship,4,5,175,2,0,M,40,1270,1,135,0.23,0.6
385,D,Road,4,3,236,2,2,M,23,3123,1,213,0.1,0.59
386,F,Road,2,5,182,2,1,F,57,2896,1,125,0.31,0.59
387,A,Road,3,1,251,3,1,M,42,3698,1,209,0.17,0.59
388,B,Road,5,2,173,3,0,F,7,1855,1,166,0.04,0.59
389,C,Road,4,3,225,3,0,F,62,2587,1,163,0.28,0.59
390,F,Road,4,2,167,4,0,F,20,1705,1,147,0.12,0.59
391,D,Road,4,1,259,3,0,M,20,2154,1,239,0.08,0.59
392,F,Road,4,1,178,3,1,F,63,1573,1,115,0.35,0.59
393,A,Road,4,4,178,4,1,F,13,1614,1,165,0.07,0.59
394,B,Road,5,4,169,2,0,F,20,1765,1,149,0.12,0.59
395,C,Road,3,2,272,2,0,M,33,2321,1,239,0.12,0.59
396,F,Road,4,4,183,3,0,M,29,3251,1,154,0.16,0.59
397,D,Road,3,4,205,3,0,F,10,2728,1,195,0.05,0.59
398,F,Road,2,1,123,4,0,F,53,1036,1,70,0.43,0.59
399,A,Road,4,3,152,3,0,M,58,1453,1,94,0.38,0.59
400,B,Road,3,1,220,2,2,F,40,3773,1,180,0.18,0.59
401,C,Road,4,3,134,3,0,M,51,1965,1,83,0.38,0.59
402,F,Road,3,2,217,2,2,M,19,2992,1,198,0.09,0.59
403,D,Road,3,2,265,3,0,F,49,2791,1,216,0.18,0.59
404,F,Road,4,2,249,5,1,M,36,3836,1,213,0.14,0.59
405,A,Road,5,3,213,4,1,F,50,2003,1,163,0.23,0.59
406,B,Road,2,2,124,3,0,F,56,1494,1,68,0.45,0.59
407,C,Flight,4,1,180,2,0,M,23,1193,1,157,0.13,0.6
408,F,Flight,4,5,193,3,1,M,65,2267,1,128,0.34,0.6
409,D,Flight,3,2,192,3,1,M,43,3339,1,149,0.22,0.6
410,F,Flight,2,5,166,3,1,M,3,1832,1,163,0.02,0.6
411,A,Flight,3,2,264,3,1,M,5,3861,1,259,0.02,0.6
412,B,Flight,3,4,200,2,1,M,14,3528,1,186,0.07,0.6
413,C,Flight,4,3,142,4,1,M,12,1396,1,130,0.08,0.6
414,F,Flight,4,1,215,2,0,M,32,3066,1,183,0.15,0.6
415,D,Flight,2,1,218,2,0,M,15,2745,1,203,0.07,0.6
416,F,Flight,3,2,115,3,0,F,27,1814,1,88,0.23,0.6
417,A,Flight,4,3,159,3,0,M,33,1330,1,126,0.21,0.6
418,B,Flight,5,5,133,3,0,M,63,1218,1,70,0.47,0.6
419,C,Flight,5,2,178,3,0,M,48,1517,1,130,0.27,0.6
420,F,Flight,4,2,134,2,0,F,43,1714,1,91,0.32,0.6
421,D,Flight,3,1,184,5,1,F,58,2544,1,126,0.32,0.6
422,F,Flight,4,2,251,2,1,M,24,2405,1,227,0.1,0.6
423,A,Flight,3,2,141,3,0,M,7,1933,1,134,0.05,0.6
424,B,Flight,4,4,229,2,1,M,45,3776,1,184,0.2,0.6
425,C,Flight,4,1,203,4,0,M,34,3813,1,169,0.17,0.6
426,F,Flight,4,3,158,3,1,F,57,1911,1,101,0.36,0.6
427,D,Flight,3,4,167,3,1,M,52,1755,1,115,0.31,0.6
428,F,Flight,5,4,197,4,0,F,40,3303,1,157,0.2,0.6
429,A,Ship,2,2,140,3,0,F,19,1806,1,121,0.14,0.6
430,B,Ship,5,1,205,2,1,M,27,3569,1,178,0.13,0.6
431,C,Ship,5,5,208,3,0,F,45,2018,1,163,0.22,0.6
432,F,Ship,4,2,96,3,0,M,22,1294,1,74,0.23,0.6
433,D,Ship,6,4,205,3,0,F,44,2064,1,161,0.21,0.6
434,F,Ship,4,2,215,3,1,F,48,2953,1,167,0.22,0.6
435,A,Ship,4,1,216,3,0,F,43,2643,1,173,0.2,0.6
436,B,Ship,3,1,112,2,2,M,22,1846,1,90,0.2,0.6
437,C,Ship,5,4,222,3,0,F,20,3632,1,202,0.09,0.6
438,F,Ship,5,2,186,3,1,F,15,2153,1,171,0.08,0.6
439,D,Ship,3,5,241,3,1,M,48,2841,1,193,0.2,0.6
440,F,Ship,3,3,172,3,0,F,58,1269,1,114,0.34,0.6
441,A,Ship,3,5,251,2,2,M,23,2426,1,228,0.09,0.6
442,B,Ship,5,3,190,3,2,M,45,2628,1,145,0.24,0.6
443,C,Ship,4,3,186,2,1,F,48,2805,1,138,0.26,0.6
444,F,Ship,4,4,207,2,1,M,35,2596,1,172,0.17,0.6
445,D,Ship,3,3,135,3,0,F,19,1366,1,116,0.14,0.6
446,F,Ship,4,4,189,2,1,F,18,2955,1,171,0.1,0.6
447,A,Ship,4,4,173,5,1,F,51,1691,1,122,0.29,0.6
448,B,Ship,3,4,194,3,1,M,3,2169,1,191,0.02,0.6
449,C,Ship,3,1,183,3,0,M,19,3018,1,164,0.1,0.6
450,F,Ship,4,3,140,2,0,F,22,1248,1,118,0.16,0.6
451,D,Ship,4,4,244,3,1,F,55,2782,1,189,0.23,0.6
452,F,Ship,2,3,189,4,0,M,34,3355,1,155,0.18,0.6
453,A,Ship,3,2,157,2,1,M,53,1390,1,104,0.34,0.6
454,B,Ship,4,1,275,10,1,F,23,2726,1,252,0.08,0.6
455,C,Ship,4,5,133,3,0,F,53,1467,1,80,0.4,0.6
456,F,Ship,4,1,149,3,1,M,54,1178,1,95,0.36,0.6
457,D,Ship,3,3,254,2,2,M,17,3153,1,237,0.07,0.6
458,F,Ship,3,4,145,8,0,F,15,1429,1,130,0.1,0.6
459,A,Ship,3,2,179,5,0,F,52,1991,1,127,0.29,0.6
460,B,Ship,5,2,168,3,0,M,26,1526,1,142,0.15,0.6
461,C,Ship,4,1,202,3,1,F,18,3940,1,184,0.09,0.6
462,F,Ship,3,4,220,7,0,M,43,2620,1,177,0.2,0.6
463,D,Ship,3,4,244,8,0,M,1,2703,1,243,0.0,0.6
464,F,Ship,4,2,186,7,1,F,40,3111,1,146,0.22,0.6
465,A,Ship,5,2,263,8,1,M,24,3139,1,239,0.09,0.6
466,B,Ship,3,2,294,4,0,F,15,1318,1,279,0.05,0.6
467,C,Ship,3,5,226,2,1,F,2,1043,1,224,0.01,0.6
468,F,Ship,4,4,173,5,1,F,2,1175,1,171,0.01,0.6
469,D,Ship,3,5,194,3,1,F,10,2277,1,184,0.05,0.6
470,F,Ship,3,5,183,3,0,F,2,3459,1,181,0.01,0.6
471,A,Ship,4,1,140,2,0,M,61,1770,1,79,0.44,0.6
472,B,Ship,4,3,244,3,1,M,8,3318,1,236,0.03,0.6
473,C,Ship,2,2,189,4,0,M,9,3413,1,180,0.05,0.6
474,F,Ship,3,1,157,2,1,F,39,1525,1,118,0.25,0.6
475,D,Ship,4,3,275,10,1,M,10,2093,1,265,0.04,0.6
476,F,Ship,4,5,133,3,0,M,59,1092,1,74,0.44,0.6
477,A,Ship,4,2,149,3,1,M,26,1863,1,123,0.17,0.6
478,B,Ship,3,4,254,2,2,F,41,3973,1,213,0.16,0.6
479,C,Ship,3,4,145,8,0,F,24,1594,1,121,0.17,0.6
480,F,Ship,3,5,179,5,0,M,56,1113,1,123,0.31,0.6
481,D,Ship,5,4,168,3,0,F,13,1317,1,155,0.08,0.6
482,F,Ship,4,5,202,3,1,F,46,3181,1,156,0.23,0.6
483,A,Ship,3,3,220,7,0,M,25,2141,1,195,0.11,0.6
484,B,Ship,3,2,244,8,0,F,50,3562,1,194,0.2,0.6
485,C,Ship,4,3,186,7,1,F,30,2062,1,156,0.16,0.6
486,F,Ship,5,5,263,8,1,F,9,2236,1,254,0.03,0.6
487,D,Ship,3,1,294,4,0,F,25,1498,1,269,0.09,0.6
488,F,Ship,4,1,139,3,0,F,56,1811,1,83,0.4,0.6
489,A,Ship,7,5,192,3,0,M,46,1550,1,146,0.24,0.6
490,B,Ship,3,3,235,3,0,M,5,3065,1,230,0.02,0.6
491,C,Ship,2,1,176,3,0,F,15,1996,1,161,0.09,0.6
492,F,Ship,5,4,224,3,0,F,34,2627,1,190,0.15,0.6
493,D,Ship,3,4,128,3,1,F,51,1524,1,77,0.4,0.6
494,F,Ship,5,4,226,5,0,M,47,2240,1,179,0.21,0.6
495,A,Ship,5,1,160,5,1,F,16,1526,1,144,0.1,0.6
496,B,Ship,3,1,197,5,0,M,45,2224,1,152,0.23,0.6
497,C,Ship,4,2,216,3,0,F,12,2273,1,204,0.06,0.6
498,F,Ship,4,4,199,2,0,M,9,3075,1,190,0.05,0.6
499,D,Ship,5,5,271,2,0,M,27,3957,1,244,0.1,0.6
500,F,Ship,5,1,201,3,0,F,47,2657,1,154,0.23,0.6
501,A,Ship,3,4,212,2,0,M,33,2021,1,179,0.16,0.6
502,B,Ship,3,2,177,3,0,M,10,1641,1,167,0.06,0.6
503,C,Ship,3,4,191,4,1,F,43,2903,1,148,0.23,0.6
504,F,Ship,3,2,174,3,0,M,30,1986,1,144,0.17,0.6
505,D,Ship,5,3,162,2,0,F,14,1045,1,148,0.09,0.6
506,F,Ship,3,1,219,2,0,F,39,2696,1,180,0.18,0.6
507,A,Ship,4,4,155,3,1,F,35,1421,1,120,0.23,0.6
508,B,Ship,5,3,230,3,1,F,3,2923,1,227,0.01,0.6
509,C,Ship,4,5,192,2,1,F,36,2497,1,156,0.19,0.6
510,F,Ship,5,2,235,3,0,M,14,2984,1,221,0.06,0.6
511,D,Ship,3,2,200,3,0,M,46,3642,1,154,0.23,0.6
512,F,Ship,5,2,172,3,1,M,65,1667,1,107,0.38,0.6
513,A,Ship,5,4,160,4,0,F,6,1603,1,154,0.04,0.6
514,B,Ship,5,3,250,5,0,M,12,2722,1,238,0.05,0.6
515,C,Ship,4,2,174,3,0,M,9,1682,1,165,0.05,0.6
516,F,Ship,3,2,204,3,2,F,54,3608,1,150,0.26,0.6
517,D,Ship,3,5,274,3,1,F,51,3476,1,223,0.19,0.6
518,F,Ship,5,5,262,2,1,F,62,3744,1,200,0.24,0.6
519,A,Ship,4,5,138,3,1,M,23,1785,1,115,0.17,0.6
520,B,Ship,3,1,215,3,1,F,2,3873,1,213,0.01,0.6
521,C,Ship,3,1,145,2,0,F,34,1773,1,111,0.23,0.6
522,F,Road,4,5,149,2,1,M,56,1141,1,93,0.38,0.59
523,D,Road,6,5,212,2,1,M,38,2359,1,174,0.18,0.59
524,F,Road,3,1,155,3,1,F,47,1193,1,108,0.3,0.59
525,A,Road,5,2,154,3,0,M,40,1238,1,114,0.26,0.59
526,B,Road,3,3,249,3,1,M,51,2173,1,198,0.2,0.59
527,C,Road,5,1,206,2,0,M,2,3490,1,204,0.01,0.59
528,F,Road,4,5,235,3,1,F,22,2015,1,213,0.09,0.59
529,D,Road,5,5,261,3,1,F,8,3257,1,253,0.03,0.59
530,F,Road,6,1,243,4,2,F,22,3537,1,221,0.09,0.59
531,A,Road,3,2,237,2,2,M,26,3103,1,211,0.11,0.59
532,B,Road,2,4,179,2,0,F,19,1900,1,160,0.11,0.59
533,C,Road,4,3,192,3,0,F,43,3498,1,149,0.22,0.59
534,F,Road,3,1,141,3,1,F,39,1838,1,102,0.28,0.59
535,D,Road,3,2,245,3,0,F,61,2188,1,184,0.25,0.59
536,F,Road,4,4,177,4,1,F,32,1774,1,145,0.18,0.59
537,A,Road,2,3,154,4,2,F,17,1897,1,137,0.11,0.59
538,B,Road,4,4,228,3,1,F,12,3359,1,216,0.05,0.59
539,C,Road,3,3,207,6,2,F,24,3702,1,183,0.12,0.59
540,F,Road,4,4,266,4,1,F,33,2701,1,233,0.12,0.59
541,D,Road,3,3,172,3,1,F,42,1707,1,130,0.24,0.59
542,F,Road,4,3,142,3,0,F,35,1512,1,107,0.25,0.59
543,A,Road,4,5,218,3,0,F,40,3200,1,178,0.18,0.59
544,B,Flight,3,3,231,2,0,M,46,2962,1,185,0.2,0.6
545,C,Flight,4,2,180,3,0,F,47,1434,1,133,0.26,0.6
546,F,Flight,3,1,168,3,0,M,46,1886,1,122,0.27,0.6
547,D,Flight,5,5,147,4,2,F,42,1642,1,105,0.29,0.6
548,F,Flight,5,4,245,5,0,M,6,3592,1,239,0.02,0.6
549,A,Flight,2,4,182,3,1,M,47,3792,1,135,0.26,0.6
550,B,Flight,3,4,176,3,1,F,8,1567,1,168,0.05,0.6
551,C,Flight,5,3,197,4,1,F,51,2917,1,146,0.26,0.6
552,F,Flight,3,5,233,3,1,M,52,3519,1,181,0.22,0.6
553,D,Flight,3,4,156,2,0,M,8,1145,1,148,0.05,0.6
554,F,Flight,2,3,257,4,1,F,52,2073,1,205,0.2,0.6
555,A,Flight,5,4,250,3,0,F,11,3373,1,239,0.04,0.6
556,B,Flight,5,4,189,5,0,M,3,3301,1,186,0.02,0.6
557,C,Flight,3,3,255,2,2,M,7,3311,1,248,0.03,0.6
558,F,Flight,2,3,198,2,1,M,28,3514,1,170,0.14,0.6
559,D,Flight,4,2,164,3,1,M,15,1489,1,149,0.09,0.6
560,F,Flight,5,2,271,3,1,M,32,3785,1,239,0.12,0.6
561,A,Flight,3,1,185,2,1,F,34,3299,1,151,0.18,0.6
562,B,Flight,2,5,157,6,2,F,17,1764,1,140,0.11,0.6
563,C,Flight,3,2,137,2,1,M,17,1673,1,120,0.12,0.6
564,F,Flight,3,3,229,3,0,M,14,2164,1,215,0.06,0.6
565,D,Flight,3,3,234,2,1,F,39,2449,1,195,0.17,0.6
566,F,Ship,4,3,216,2,0,M,52,3578,1,164,0.24,0.6
567,A,Ship,3,1,163,4,0,F,20,1940,1,143,0.12,0.6
568,B,Ship,5,2,268,3,0,M,19,2526,1,249,0.07,0.6
569,C,Ship,3,3,205,5,1,M,35,2988,1,170,0.17,0.6
570,F,Ship,4,5,265,2,1,F,18,2969,1,247,0.07,0.6
571,D,Ship,2,2,236,3,1,M,3,3416,1,233,0.01,0.6
572,F,Ship,4,1,132,3,0,M,63,1901,1,69,0.48,0.6
573,A,Ship,3,4,234,2,1,M,46,3108,1,188,0.2,0.6
574,B,Ship,4,3,108,6,0,F,22,1745,1,86,0.2,0.6
575,C,Ship,4,2,276,2,0,M,54,3706,1,222,0.2,0.6
576,F,Ship,4,2,179,4,0,M,1,1063,1,178,0.01,0.6
577,D,Ship,4,1,230,3,1,M,40,2225,1,190,0.17,0.6
578,F,Ship,3,2,210,3,1,F,43,2096,1,167,0.2,0.6
579,A,Ship,3,2,173,3,0,F,15,1992,1,158,0.09,0.6
580,B,Ship,2,5,201,3,1,F,29,3894,1,172,0.14,0.6
581,C,Ship,3,3,214,2,0,M,21,3342,1,193,0.1,0.6
582,F,Ship,4,2,216,2,1,F,22,3024,1,194,0.1,0.6
583,D,Ship,2,5,144,3,1,M,61,1313,1,83,0.42,0.6
584,F,Ship,5,5,182,3,1,F,27,3039,1,155,0.15,0.6
585,A,Ship,3,3,163,2,1,F,48,1369,1,115,0.29,0.6
586,B,Ship,3,3,234,3,1,F,8,2334,1,226,0.03,0.6
587,C,Ship,3,2,158,3,2,F,59,1307,1,99,0.37,0.6
588,F,Ship,3,5,194,2,1,M,4,3496,1,190,0.02,0.6
589,D,Ship,3,1,201,6,1,F,3,2497,1,198,0.01,0.6
590,F,Ship,3,2,178,2,1,F,59,1933,1,119,0.33,0.6
591,A,Ship,4,1,214,5,1,M,51,2669,1,163,0.24,0.6
592,B,Ship,3,3,281,2,1,M,55,3047,1,226,0.2,0.6
593,C,Ship,3,2,260,3,1,F,2,2176,1,258,0.01,0.6
594,F,Ship,3,2,200,2,1,F,46,3174,1,154,0.23,0.6
595,D,Ship,5,3,209,2,2,F,49,2581,1,160,0.23,0.6
596,F,Ship,3,1,185,3,0,M,61,3280,1,124,0.33,0.6
597,A,Ship,4,3,230,3,0,F,62,2236,1,168,0.27,0.6
598,B,Ship,3,4,134,3,1,F,31,1540,1,103,0.23,0.6
599,C,Ship,4,5,270,2,0,F,34,2821,1,236,0.13,0.6
600,F,Ship,4,1,140,3,1,F,1,1464,1,139,0.01,0.6
601,D,Ship,6,3,133,5,1,M,32,1367,1,101,0.24,0.6
602,F,Ship,3,4,145,3,1,M,44,1218,1,101,0.3,0.6
603,A,Ship,4,3,206,3,1,M,58,2135,1,148,0.28,0.6
604,B,Ship,3,1,162,2,0,F,52,1125,1,110,0.32,0.6
605,C,Ship,4,3,187,2,0,F,58,3665,1,129,0.31,0.6
606,F,Ship,4,4,166,5,0,F,54,1203,1,112,0.33,0.6
607,D,Ship,4,5,178,3,0,F,48,1819,1,130,0.27,0.6
608,F,Ship,3,1,167,2,2,F,34,1967,1,133,0.2,0.6
609,A,Ship,4,4,224,3,2,M,60,3145,1,164,0.27,0.6
610,B,Ship,4,4,158,3,1,M,11,1224,1,147,0.07,0.6
611,C,Ship,3,4,134,2,1,M,43,1198,1,91,0.32,0.6
612,F,Ship,4,2,147,2,1,F,20,1387,1,127,0.14,0.6
613,D,Ship,4,3,187,3,0,M,61,2207,1,126,0.33,0.6
614,F,Ship,4,5,247,2,1,F,18,2404,1,229,0.07,0.6
615,A,Ship,5,4,182,4,2,M,20,2212,1,162,0.11,0.6
616,B,Ship,4,1,177,4,1,F,33,1049,1,144,0.19,0.6
617,C,Ship,5,5,143,2,2,F,18,1066,1,125,0.13,0.6
618,F,Ship,5,3,245,2,1,F,8,3231,1,237,0.03,0.6
619,D,Ship,4,1,133,4,1,M,64,1834,1,69,0.48,0.6
620,F,Ship,3,5,224,2,0,M,13,3891,1,211,0.06,0.6
621,A,Ship,2,5,265,2,0,F,50,3859,1,215,0.19,0.6
622,B,Ship,4,1,138,2,0,M,28,1528,1,110,0.2,0.6
623,C,Ship,3,4,253,3,0,M,6,3788,1,247,0.02,0.6
624,F,Ship,4,1,165,3,1,M,51,1293,1,114,0.31,0.6
625,D,Ship,4,3,265,3,0,F,65,3578,1,200,0.25,0.6
626,F,Ship,3,2,238,3,2,F,54,3142,1,184,0.23,0.6
627,A,Ship,5,2,236,3,0,F,51,3402,1,185,0.22,0.6
628,B,Ship,4,2,190,5,2,F,38,3022,1,152,0.2,0.6
629,C,Ship,6,1,104,4,1,F,23,1442,1,81,0.22,0.6
630,F,Ship,4,5,245,2,0,F,19,2616,1,226,0.08,0.6
631,D,Ship,3,1,155,3,1,F,27,1022,1,128,0.17,0.6
632,F,Ship,3,2,233,3,0,M,63,2143,1,170,0.27,0.6
633,A,Ship,4,3,171,4,0,F,55,1539,1,116,0.32,0.6
634,B,Ship,2,3,164,2,0,M,56,1491,1,108,0.34,0.6
635,C,Ship,3,1,141,3,0,M,6,1361,1,135,0.04,0.6
636,F,Ship,5,3,266,2,0,F,61,2118,1,205,0.23,0.6
637,D,Ship,3,4,192,2,0,F,56,3765,1,136,0.29,0.6
638,F,Ship,3,3,229,6,1,F,61,2298,1,168,0.27,0.6
639,A,Ship,6,2,269,4,1,M,38,3171,1,231,0.14,0.6
640,B,Ship,3,4,247,4,0,M,59,2939,1,188,0.24,0.6
641,C,Ship,4,4,157,2,0,F,2,1087,1,155,0.01,0.6
642,F,Ship,3,2,148,3,1,F,64,1280,1,84,0.43,0.6
643,D,Ship,4,1,240,2,0,M,14,2437,1,226,0.06,0.6
644,F,Ship,4,3,197,4,1,M,58,3617,1,139,0.29,0.6
645,A,Ship,6,4,121,5,0,M,23,1734,1,98,0.19,0.6
646,B,Ship,4,2,124,3,2,M,60,1107,1,64,0.48,0.6
647,C,Ship,4,2,153,3,1,F,53,1185,1,100,0.35,0.6
648,F,Ship,5,2,105,4,2,M,1,1622,1,104,0.01,0.6
649,D,Ship,4,3,202,3,1,M,2,3962,1,200,0.01,0.6
650,F,Ship,5,4,162,2,0,F,54,1635,1,108,0.33,0.6
651,A,Ship,3,4,164,3,1,M,13,1158,1,151,0.08,0.6
652,B,Ship,3,2,231,4,1,M,48,3370,1,183,0.21,0.6
653,C,Ship,5,2,209,4,1,F,12,2933,1,197,0.06,0.6
654,F,Ship,3,1,157,2,2,M,19,1898,1,138,0.12,0.6
655,D,Ship,4,5,249,2,0,M,4,2725,1,245,0.02,0.6
656,F,Ship,2,3,264,2,0,F,63,2896,1,201,0.24,0.6
657,A,Ship,3,1,111,4,0,M,61,1844,1,50,0.55,0.6
658,B,Ship,3,1,242,3,1,F,10,3606,1,232,0.04,0.6
659,C,Road,4,4,169,3,0,M,23,1058,1,146,0.14,0.59
660,F,Road,5,3,138,2,0,M,13,1056,1,125,0.09,0.59
661,D,Road,5,1,158,3,0,M,9,1483,1,149,0.06,0.59
662,F,Road,5,3,146,4,0,M,5,1718,1,141,0.03,0.59
663,A,Road,4,4,218,5,1,F,36,2995,1,182,0.17,0.59
664,B,Road,3,2,178,2,1,F,22,1247,1,156,0.12,0.59
665,C,Road,4,5,197,3,0,F,34,3784,1,163,0.17,0.59
666,F,Road,3,3,243,2,1,M,17,3230,1,226,0.07,0.59
667,D,Road,5,2,254,4,2,M,37,2608,1,217,0.15,0.59
668,F,Road,3,1,237,4,0,M,33,2782,1,204,0.14,0.59
669,A,Road,5,1,179,3,0,F,62,1945,1,117,0.35,0.59
670,B,Road,3,2,189,3,1,M,38,2108,1,151,0.2,0.59
671,C,Road,4,3,244,3,1,M,1,3982,1,243,0.0,0.59
672,F,Road,3,3,266,2,1,M,46,3594,1,220,0.17,0.59
673,D,Road,5,4,263,3,2,M,10,2538,1,253,0.04,0.59
674,F,Road,3,2,247,2,1,M,39,3189,1,208,0.16,0.59
675,A,Road,4,5,202,3,0,F,6,2616,1,196,0.03,0.59
676,B,Road,4,4,227,3,1,F,1,2761,1,226,0.0,0.59
677,C,Road,4,5,189,2,0,F,15,2457,1,174,0.08,0.59
678,F,Road,6,4,160,2,0,F,31,1689,1,129,0.19,0.59
679,D,Road,3,3,117,3,1,M,56,1618,1,61,0.48,0.59
680,F,Road,3,1,202,2,2,M,52,2312,1,150,0.26,0.59
681,A,Flight,4,3,201,3,1,F,54,2487,1,147,0.27,0.6
682,B,Flight,3,4,273,2,1,F,39,2651,1,234,0.14,0.6
683,C,Flight,4,4,143,2,1,M,58,1038,1,85,0.41,0.6
684,F,Flight,4,5,137,4,2,M,29,1262,1,108,0.21,0.6
685,D,Flight,5,5,236,3,2,M,34,3455,1,202,0.14,0.6
686,F,Flight,4,2,241,2,0,M,17,3844,1,224,0.07,0.6
687,A,Flight,4,2,187,2,0,F,6,3625,1,181,0.03,0.6
688,B,Flight,4,5,273,2,2,M,63,3516,1,210,0.23,0.6
689,C,Flight,5,2,170,3,0,M,15,1314,1,155,0.09,0.6
690,F,Flight,3,5,138,3,0,F,37,1266,1,101,0.27,0.6
691,D,Flight,5,4,150,2,0,M,60,1034,1,90,0.4,0.6
692,F,Flight,5,5,140,3,2,F,42,1384,1,98,0.3,0.6
693,A,Flight,4,1,250,2,0,M,17,3544,1,233,0.07,0.6
694,B,Flight,3,3,207,7,1,M,19,2182,1,188,0.09,0.6
695,C,Flight,4,4,214,3,0,M,36,2684,1,178,0.17,0.6
696,F,Flight,4,1,179,3,0,M,63,1215,1,116,0.35,0.6
697,D,Flight,5,1,149,4,1,F,20,1110,1,129,0.13,0.6
698,F,Flight,3,5,151,2,0,F,16,1422,1,135,0.11,0.6
699,A,Flight,4,3,264,3,1,M,23,2376,1,241,0.09,0.6
700,B,Flight,6,5,113,3,2,M,31,1037,1,82,0.27,0.6
701,C,Flight,6,1,281,3,1,F,36,2536,1,245,0.13,0.6
702,F,Flight,4,2,197,7,1,M,43,3730,1,154,0.22,0.6
703,D,Ship,3,4,265,8,0,F,35,3299,1,230,0.13,0.6
704,F,Ship,4,2,259,3,0,F,47,3764,1,212,0.18,0.6
705,A,Ship,5,1,200,8,0,F,18,3806,1,182,0.09,0.6
706,B,Ship,2,4,111,2,2,M,60,1787,1,51,0.54,0.6
707,C,Ship,3,5,223,3,1,M,53,3670,1,170,0.24,0.6
708,F,Ship,3,3,241,3,0,M,5,2713,1,236,0.02,0.6
709,D,Ship,4,1,139,3,0,F,25,1152,1,114,0.18,0.6
710,F,Ship,7,1,192,3,0,M,38,1372,1,154,0.2,0.6
711,A,Ship,3,4,117,3,1,M,23,1527,1,94,0.2,0.6
712,B,Ship,3,1,202,2,2,F,21,3120,1,181,0.1,0.6
713,C,Ship,4,2,201,3,1,F,39,2066,1,162,0.19,0.6
714,F,Ship,3,3,273,2,1,F,16,2466,1,257,0.06,0.6
715,D,Ship,4,3,143,2,1,F,64,1910,1,79,0.45,0.6
716,F,Ship,4,1,137,4,2,M,15,1391,1,122,0.11,0.6
717,A,Ship,5,3,236,3,2,F,47,3519,1,189,0.2,0.6
718,B,Ship,4,1,241,2,0,F,39,2935,1,202,0.16,0.6
719,C,Ship,4,5,187,2,0,M,44,3218,1,143,0.24,0.6
720,F,Ship,4,3,273,2,2,M,43,3462,1,230,0.16,0.6
721,D,Ship,5,3,170,3,0,F,12,1018,1,158,0.07,0.6
722,F,Ship,3,4,138,3,0,F,54,1648,1,84,0.39,0.6
723,A,Ship,5,3,150,2,0,M,2,1682,1,148,0.01,0.6
724,B,Ship,5,4,140,3,2,F,56,1332,1,84,0.4,0.6
725,C,Ship,4,3,250,2,0,F,46,2878,1,204,0.18,0.6
726,F,Ship,3,4,207,7,1,F,46,2670,1,161,0.22,0.6
727,D,Ship,4,2,214,3,0,F,18,2574,1,196,0.08,0.6
728,F,Ship,4,3,179,3,0,M,45,1903,1,134,0.25,0.6
729,A,Ship,5,2,149,4,1,M,48,1068,1,101,0.32,0.6
730,B,Ship,3,1,151,2,0,F,4,1748,1,147,0.03,0.6
731,C,Ship,4,5,264,3,1,M,16,2245,1,248,0.06,0.6
732,F,Ship,6,5,113,3,2,F,35,1402,1,78,0.31,0.6
733,D,Ship,6,3,281,3,1,M,11,2135,1,270,0.04,0.6
734,F,Ship,4,4,197,7,1,F,22,2065,1,175,0.11,0.6
735,A,Ship,3,4,265,8,0,M,2,3622,1,263,0.01,0.6
736,B,Ship,4,1,259,3,0,M,39,2427,1,220,0.15,0.6
737,C,Ship,5,3,200,8,0,F,9,2741,1,191,0.04,0.6
738,F,Ship,2,1,111,2,2,F,10,1920,1,101,0.09,0.6
739,D,Ship,3,2,223,3,1,F,6,2127,1,217,0.03,0.6
740,F,Ship,3,2,241,3,0,M,22,3030,1,219,0.09,0.6
741,A,Ship,4,5,139,3,0,F,65,1277,1,74,0.47,0.6
742,B,Ship,7,4,192,3,0,F,33,1694,1,159,0.17,0.6
743,C,Ship,3,5,180,4,1,F,59,1481,1,121,0.33,0.6
744,F,Ship,3,3,153,5,0,M,35,1089,1,118,0.23,0.6
745,D,Ship,2,4,280,4,0,M,48,1463,1,232,0.17,0.6
746,F,Ship,7,5,243,5,1,M,28,1100,1,215,0.12,0.6
747,A,Ship,3,4,214,2,0,M,50,3881,1,164,0.23,0.6
748,B,Ship,4,4,177,2,0,M,6,1112,1,171,0.03,0.6
749,C,Ship,3,2,182,3,1,F,39,3828,1,143,0.21,0.6
750,F,Ship,4,5,185,3,1,M,17,2824,1,168,0.09,0.6
